Fecha,Demanda
2018-08-15,730514
2018-08-16,1138303
2018-08-17,1143069
2018-08-18,762707
2018-08-19,671669
2018-08-20,1182571
2018-08-21,1214599
2018-08-22,1230277
2018-08-23,1230009
2018-08-24,1225423
2018-08-25,815164
2018-08-26,673367
2018-08-27,1278759
2018-08-28,1332779
2018-08-29,1382639
2018-08-30,1413471
2018-08-31,1455455
2018-09-01,995817
2018-09-02,827264
2018-09-03,1772320
2018-09-04,1853191
2018-09-05,1929803
2018-09-06,1957558
2018-09-07,2005638
2018-09-08,1148892
2018-09-09,931224
2018-09-10,2051549
2018-09-11,2083137
2018-09-12,2140390
2018-09-13,2190106
2018-09-14,2182187
2018-09-15,1265055
2018-09-16,987585
2018-09-17,2131052
2018-09-18,2180056
2018-09-19,2260322
2018-09-20,2250989
2018-09-21,2332201
2018-09-22,1348057
2018-09-23,983820
2018-09-24,2170188
2018-09-25,2265296
2018-09-26,2256754
2018-09-27,2285132
2018-09-28,2385898
2018-09-29,1408193
2018-09-30,1030793
2018-10-01,2252837
2018-10-02,2320034
2018-10-03,2389272
2018-10-04,2352802
2018-10-05,2424683
2018-10-06,1413095
2018-10-07,1104209
2018-10-08,2265694
2018-10-09,2354663
2018-10-10,2376594
2018-10-11,2408782
2018-10-12,1246341
2018-10-13,1269611
2018-10-14,898567
2018-10-15,2224706
2018-10-16,2312507
2018-10-17,2352012
2018-10-18,2370950
2018-10-19,2469775
2018-10-20,1462969
2018-10-21,1047493
2018-10-22,2267400
2018-10-23,2372552
2018-10-24,2377280
2018-10-25,2405736
2018-10-26,2451776
2018-10-27,1415642
2018-10-28,1035277
2018-10-29,2304800
2018-10-30,2384679
2018-10-31,2570888
2018-11-01,1110352
2018-11-02,1929029
2018-11-03,1386908
2018-11-04,1011381
2018-11-05,2318361
2018-11-06,2412749
2018-11-07,2401230
2018-11-08,2461774
2018-11-09,1331429
2018-11-10,1313085
2018-11-11,959527
2018-11-12,2278431
2018-11-13,2382019
2018-11-14,2392854
2018-11-15,2412523
2018-11-16,2484949
2018-11-17,1466759
2018-11-18,1008376
2018-11-19,2305808
2018-11-20,2375704
2018-11-21,2408093
2018-11-22,2427836
2018-11-23,2610810
2018-11-24,1597617
2018-11-25,1092798
2018-11-26,2321983
2018-11-27,2382993
2018-11-28,2484796
2018-11-29,2447949
2018-11-30,2573561
2018-12-01,1663164
2018-12-02,1106036
2018-12-03,2328671
2018-12-04,2385409
2018-12-05,2519295
2018-12-06,1365098
2018-12-07,1967946
2018-12-08,1438521
2018-12-09,1135857
2018-12-10,2285470
2018-12-11,2375875
2018-12-12,2498647
2018-12-13,2441288
2018-12-14,2558122
2018-12-15,1662288
2018-12-16,1124543
2018-12-17,2311457
2018-12-18,2370035
2018-12-19,2418871
2018-12-20,2463795
2018-12-21,2405663
2018-12-22,1445907
2018-12-23,1141777
2018-12-24,991034
2018-12-25,583428
2018-12-26,1814209
2018-12-27,1923731
2018-12-28,1984706
2018-12-29,1433642
2018-12-30,1210725
2018-12-31,1233615
2019-01-01,653148
2019-01-02,1805500
2019-01-03,1912327
2019-01-04,1926029
2019-01-05,1377603
2019-01-06,811506
2019-01-07,1012869
2019-01-08,2161057
2019-01-09,2239761
2019-01-10,2249798
2019-01-11,2324311
2019-01-12,1384649
2019-01-13,1021259
2019-01-14,2187579
2019-01-15,2218600
2019-01-16,2343734
2019-01-17,2312223
2019-01-18,2382296
2019-01-19,1398332
2019-01-20,1003946
2019-01-21,2270298
2019-01-22,2333452
2019-01-23,2425087
2019-01-24,2434080
2019-01-25,2410313
2019-01-26,1555013
2019-01-27,1109799
2019-01-28,2252438
2019-01-29,2329501
2019-01-30,2384916
2019-01-31,2370742
2019-02-01,2451312
2019-02-02,1482906
2019-02-03,1094999
2019-02-04,2290486
2019-02-05,2346802
2019-02-06,2355182
2019-02-07,2362566
2019-02-08,2437281
2019-02-09,1480198
2019-02-10,1138060
2019-02-11,2250024
2019-02-12,2311650
2019-02-13,2343046
2019-02-14,2406872
2019-02-15,2416329
2019-02-16,1465221
2019-02-17,1094252
2019-02-18,2239934
2019-02-19,2311124
2019-02-20,2390403
2019-02-21,2349016
2019-02-22,2404126
2019-02-23,1427476
2019-02-24,1066136
2019-02-25,2237488
2019-02-26,2328074
2019-02-27,2420696
2019-02-28,2445705
2019-03-01,2314540
2019-03-02,1477464
2019-03-03,1111589
2019-03-04,2125873
2019-03-05,2363450
2019-03-06,2336542
2019-03-07,2387951
2019-03-08,2370071
2019-03-09,1435722
2019-03-10,1051778
2019-03-11,2238006
2019-03-12,2313606
2019-03-13,2355460
2019-03-14,2357288
2019-03-15,2392714
2019-03-16,1463059
2019-03-17,1090027
2019-03-18,2249794
2019-03-19,2295522
2019-03-20,2343719
2019-03-21,2363628
2019-03-22,2402792
2019-03-23,1388574
2019-03-24,1046683
2019-03-25,2234619
2019-03-26,2306029
2019-03-27,2357233
2019-03-28,2376380
2019-03-29,2429542
2019-03-30,1454316
2019-03-31,1029732
2019-04-01,2196230
2019-04-02,2328386
2019-04-03,2358989
2019-04-04,2377124
2019-04-05,2431320
2019-04-06,1449958
2019-04-07,1064885
2019-04-08,2278046
2019-04-09,2340674
2019-04-10,2374677
2019-04-11,2412151
2019-04-12,2176903
2019-04-13,1318688
2019-04-14,1007596
2019-04-15,1744145
2019-04-16,1743531
2019-04-17,1662486
2019-04-18,842898
2019-04-19,834693
2019-04-20,987930
2019-04-21,903884
2019-04-22,1818233
2019-04-23,2265912
2019-04-24,2347973
2019-04-25,2411961
2019-04-26,2427309
2019-04-27,1592920
2019-04-28,1023200
2019-04-29,2210151
2019-04-30,2331123
2019-05-01,1016980
2019-05-02,1043859
2019-05-03,1688653
2019-05-04,1197022
2019-05-05,970218
2019-05-06,2190928
2019-05-07,2277487
2019-05-08,2324975
2019-05-09,2325593
2019-05-10,2384894
2019-05-11,1441574
2019-05-12,1152376
2019-05-13,2211363
2019-05-14,2382869
2019-05-15,1293389
2019-05-16,2269769
2019-05-17,2310943
2019-05-18,1336913
2019-05-19,1021983
2019-05-20,2151988
2019-05-21,2198695
2019-05-22,2254243
2019-05-23,2239208
2019-05-24,2272092
2019-05-25,1294921
2019-05-26,963249
2019-05-27,2151293
2019-05-28,2227900
2019-05-29,2267908
2019-05-30,2304029
2019-05-31,2391891
2019-06-01,1516249
2019-06-02,1055103
2019-06-03,2215021
2019-06-04,2293574
2019-06-05,2344611
2019-06-06,2381212
2019-06-07,2343262
2019-06-08,1388236
2019-06-09,1072778
2019-06-10,2244052
2019-06-11,2298522
2019-06-12,2310703
2019-06-13,2334666
2019-06-14,2308366
2019-06-15,1385164
2019-06-16,1019002
2019-06-17,2154239
2019-06-18,2205533
2019-06-19,2230693
2019-06-20,2238633
2019-06-21,2225667
2019-06-22,1322094
2019-06-23,1031828
2019-06-24,2058244
2019-06-25,2151125
2019-06-26,2169542
2019-06-27,2156505
2019-06-28,2149676
2019-06-29,1288865
2019-06-30,1000385
2019-07-01,2013635
2019-07-02,2056656
2019-07-03,2110633
2019-07-04,2085896
2019-07-05,2074448
2019-07-06,1355360
2019-07-07,1002919
2019-07-08,1924241
2019-07-09,1957591
2019-07-10,1993396
2019-07-11,1964633
2019-07-12,1886072
2019-07-13,1084260
2019-07-14,875875
2019-07-15,1821928
2019-07-16,1866012
2019-07-17,1871519
2019-07-18,1864935
2019-07-19,1810071
2019-07-20,1037663
2019-07-21,831976
2019-07-22,1709638
2019-07-23,1744288
2019-07-24,1770803
2019-07-25,1745295
2019-07-26,1734639
2019-07-27,997069
2019-07-28,801664
2019-07-29,1623241
2019-07-30,1661983
2019-07-31,1669845
2019-08-01,1552793
2019-08-02,1491696
2019-08-03,901882
2019-08-04,728688
2019-08-05,1349883
2019-08-06,1372361
2019-08-07,1384491
2019-08-08,1346198
2019-08-09,1314002
2019-08-10,847730
2019-08-11,703450
2019-08-12,1232103
2019-08-13,1250473
2019-08-14,1268552
2019-08-15,777877
2019-08-16,1080422
2019-08-17,791091
2019-08-18,709821
2019-08-19,1213785
2019-08-20,1264851
2019-08-21,1289404
2019-08-22,1282669
2019-08-23,1275328
2019-08-24,867836
2019-08-25,711781
2019-08-26,1304491
2019-08-27,1398963
2019-08-28,1448894
2019-08-29,1467085
2019-08-30,1485625
2019-08-31,1012649
2019-09-01,889958
2019-09-02,1790868
2019-09-03,1897419
2019-09-04,1972214
2019-09-05,2011190
2019-09-06,2017660
2019-09-07,1207855
2019-09-08,954553
2019-09-09,2049224
2019-09-10,2182489
2019-09-11,2224166
2019-09-12,2245005
2019-09-13,2249476
2019-09-14,1213106
2019-09-15,969643
2019-09-16,2219236
2019-09-17,2249966
2019-09-18,2339056
2019-09-19,2319955
2019-09-20,2361059
2019-09-21,1354712
2019-09-22,1026868
2019-09-23,2228426
2019-09-24,2296141
2019-09-25,2354689
2019-09-26,2356331
2019-09-27,2452901
2019-09-28,1457224
2019-09-29,1076241
2019-09-30,2298059
2019-10-01,2415503
2019-10-02,2432479
2019-10-03,2433003
2019-10-04,2511757
2019-10-05,1522362
2019-10-06,1116662
2019-10-07,2311039
2019-10-08,2382912
2019-10-09,2424762
2019-10-10,2451308
2019-10-11,2470903
2019-10-12,1449483
2019-10-13,1061297
2019-10-14,2326971
2019-10-15,2407787
2019-10-16,2455222
2019-10-17,2285207
2019-10-18,2481006
2019-10-19,1559069
2019-10-20,1077009
2019-10-21,2336723
2019-10-22,2450285
2019-10-23,2449429
2019-10-24,2454824
2019-10-25,2513013
2019-10-26,1541399
2019-10-27,1097468
2019-10-28,2357111
2019-10-29,2439454
2019-10-30,2539757
2019-10-31,2391931
2019-11-01,1210458
2019-11-02,1364751
2019-11-03,1023286
2019-11-04,2325621
2019-11-05,2428359
2019-11-06,2491256
2019-11-07,2493785
2019-11-08,2551202
2019-11-09,1375367
2019-11-10,1087443
2019-11-11,2333611
2019-11-12,2423163
2019-11-13,2461431
2019-11-14,2485495
2019-11-15,2533426
2019-11-16,1512416
2019-11-17,1052087
2019-11-18,2371011
2019-11-19,2423155
2019-11-20,2463102
2019-11-21,2474349
2019-11-22,2628025
2019-11-23,1634102
2019-11-24,1143088
2019-11-25,2434244
2019-11-26,2499461
2019-11-27,2549893
2019-11-28,2525087
2019-11-29,2747473
2019-11-30,1735319
2019-12-01,1176141
2019-12-02,2421405
2019-12-03,2475172
2019-12-04,2492372
2019-12-05,2547111
2019-12-06,1463494
2019-12-07,1555254
2019-12-08,1158508
2019-12-09,1135002
2019-12-10,2446361
2019-12-11,2588846
2019-12-12,2541703
2019-12-13,2638288
2019-12-14,1745190
2019-12-15,1225052
2019-12-16,2386442
2019-12-17,2445275
2019-12-18,2502073
2019-12-19,2552635
2019-12-20,2504751
2019-12-21,1581484
2019-12-22,1258924
2019-12-23,1932449
2019-12-24,1059317
2019-12-25,638256
2019-12-26,1884020
2019-12-27,1952367
2019-12-28,1458347
2019-12-29,1193113
2019-12-30,1828989
2019-12-31,1254479
2020-01-01,693282
2020-01-02,1842831
2020-01-03,1930476
2020-01-04,1444111
2020-01-05,1283230
2020-01-06,791622
2020-01-07,1950881
2020-01-08,2240072
2020-01-09,2268143
2020-01-10,2396376
2020-01-11,1428576
2020-01-12,1033727
2020-01-13,2236178
2020-01-14,2282509
2020-01-15,2302557
2020-01-16,2316345
2020-01-17,2436564
2020-01-18,1434791
2020-01-19,1046358
2020-01-20,2276496
2020-01-21,2312133
2020-01-22,2380262
2020-01-23,2413774
2020-01-24,2426240
2020-01-25,1481886
2020-01-26,1181451
2020-01-27,2268655
2020-01-28,2306357
2020-01-29,2376265
2020-01-30,2404570
2020-01-31,2413691
2020-02-01,1512948
2020-02-02,1086730
2020-02-03,2325765
2020-02-04,2397622
2020-02-05,2449372
2020-02-06,2484590
2020-02-07,2520757
2020-02-08,1504007
2020-02-09,1064653
2020-02-10,2328177
2020-02-11,2400703
2020-02-12,2433438
2020-02-13,2452370
2020-02-14,2569768
2020-02-15,1511965
2020-02-16,1146105
2020-02-17,2325478
2020-02-18,2452586
2020-02-19,2434865
2020-02-20,2453014
2020-02-21,2483037
2020-02-22,1482987
2020-02-23,1148320
2020-02-24,2336014
2020-02-25,2409436
2020-02-26,2469863
2020-02-27,2476205
2020-02-28,2327246
2020-02-29,1417094
2020-03-01,1103544
2020-03-02,2094381
2020-03-03,2328408
2020-03-04,2361084
2020-03-05,2364201
2020-03-06,2409175
2020-03-07,1421275
2020-03-08,1082280
2020-03-09,2184494
2020-03-10,1941318
2020-03-11,1493067
2020-03-12,1204811
2020-03-13,891359
2020-03-14,237058
2020-03-15,131999
2020-03-16,340361
2020-03-17,286759
2020-03-18,267941
2020-03-19,255728
2020-03-20,248785
2020-03-21,111275
2020-03-22,82578
2020-03-23,228622
2020-03-24,213798
2020-03-25,209660
2020-03-26,201872
2020-03-27,206521
2020-03-28,103016
2020-03-29,78847
2020-03-30,169388
2020-03-31,161421
2020-04-01,160880
2020-04-02,158811
2020-04-03,164230
2020-04-04,95085
2020-04-05,69491
2020-04-06,160183
2020-04-07,156955
2020-04-08,162846
2020-04-09,87104
2020-04-10,80010
2020-04-11,95096
2020-04-12,71303
2020-04-13,195844
2020-04-14,201056
2020-04-15,201270
2020-04-16,202170
2020-04-17,207031
2020-04-18,106351
2020-04-19,75589
2020-04-20,217483
2020-04-21,209253
2020-04-22,214394
2020-04-23,212726
2020-04-24,220906
2020-04-25,111454
2020-04-26,78917
2020-04-27,235174
2020-04-28,231307
2020-04-29,236134
2020-04-30,246161
2020-05-01,99818
2020-05-02,118289
2020-05-03,96776
2020-05-04,294423
2020-05-05,293779
2020-05-06,300137
2020-05-07,301533
2020-05-08,313005
2020-05-09,165485
2020-05-10,110214
2020-05-11,352601
2020-05-12,348277
2020-05-13,351930
2020-05-14,354360
2020-05-15,182482
2020-05-16,176116
2020-05-17,119260
2020-05-18,394601
2020-05-19,391805
2020-05-20,400835
2020-05-21,402665
2020-05-22,411390
2020-05-23,219025
2020-05-24,145305
2020-05-25,519619
2020-05-26,517399
2020-05-27,533352
2020-05-28,538938
2020-05-29,565236
2020-05-30,373523
2020-05-31,251832
2020-06-01,612571
2020-06-02,620371
2020-06-03,641984
2020-06-04,644203
2020-06-05,678483
2020-06-06,441489
2020-06-07,301483
2020-06-08,728914
2020-06-09,751619
2020-06-10,771785
2020-06-11,787486
2020-06-12,823743
2020-06-13,563690
2020-06-14,408068
2020-06-15,811945
2020-06-16,837197
2020-06-17,855516
2020-06-18,862428
2020-06-19,900805
2020-06-20,610109
2020-06-21,443576
2020-06-22,898423
2020-06-23,929931
2020-06-24,937048
2020-06-25,955173
2020-06-26,951475
2020-06-27,617939
2020-06-28,465387
2020-06-29,942815
2020-06-30,982369
2020-07-01,1003355
2020-07-02,1013228
2020-07-03,1018714
2020-07-04,655653
2020-07-05,490416
2020-07-06,984555
2020-07-07,1011054
2020-07-08,1024164
2020-07-09,1043914
2020-07-10,1013907
2020-07-11,647001
2020-07-12,484300
2020-07-13,981127
2020-07-14,1009683
2020-07-15,1028519
2020-07-16,1008433
2020-07-17,990202
2020-07-18,634668
2020-07-19,478423
2020-07-20,953319
2020-07-21,966154
2020-07-22,988032
2020-07-23,981501
2020-07-24,956879
2020-07-25,607785
2020-07-26,460784
2020-07-27,908291
2020-07-28,933582
2020-07-29,940971
2020-07-30,934075
2020-07-31,913071
2020-08-01,573729
2020-08-02,440904
2020-08-03,813809
2020-08-04,824245
2020-08-05,828097
2020-08-06,816293
2020-08-07,796904
2020-08-08,526574
2020-08-09,409829
2020-08-10,725236
2020-08-11,703837
2020-08-12,764887
2020-08-13,750920
2020-08-14,731726
2020-08-15,466361
2020-08-16,403887
2020-08-17,712130
2020-08-18,726264
2020-08-19,733346
2020-08-20,726383
2020-08-21,720770
2020-08-22,491107
2020-08-23,388660
2020-08-24,732897
2020-08-25,751971
2020-08-26,765876
2020-08-27,767110
2020-08-28,780262
2020-08-29,546000
2020-08-30,438446
2020-08-31,848548
2020-09-01,944451
2020-09-02,981357
2020-09-03,996494
2020-09-04,1000749
2020-09-05,646777
2020-09-06,490685
2020-09-07,1020995
2020-09-08,1052196
2020-09-09,1085516
2020-09-10,1081519
2020-09-11,1096045
2020-09-12,687270
2020-09-13,506331
2020-09-14,1061370
2020-09-15,1095261
2020-09-16,1121690
2020-09-17,1115162
2020-09-18,1108187
2020-09-19,653593
2020-09-20,488594
2020-09-21,1043490
2020-09-22,1061552
2020-09-23,1059493
2020-09-24,1060329
2020-09-25,1093328
2020-09-26,598413
2020-09-27,431210
2020-09-28,1065894
2020-09-29,1094521
2020-09-30,1118808
2020-10-01,1144697
2020-10-02,1155929
2020-10-03,574285
2020-10-04,404142
2020-10-05,1097691
2020-10-06,1125170
2020-10-07,1135683
2020-10-08,1149097
2020-10-09,1163126
2020-10-10,640590
2020-10-11,481157
2020-10-12,472877
2020-10-13,1149772
2020-10-14,1168887
2020-10-15,1174114
2020-10-16,1201871
2020-10-17,670384
2020-10-18,470323
2020-10-19,1142154
2020-10-20,1156129
2020-10-21,1166938
2020-10-22,1184720
2020-10-23,1215652
2020-10-24,695330
2020-10-25,469221
2020-10-26,1155001
2020-10-27,1177771
2020-10-28,1184170
2020-10-29,1200467
2020-10-30,1215265
2020-10-31,724194
2020-11-01,527443
2020-11-02,506067
2020-11-03,1189133
2020-11-04,1207659
2020-11-05,1212456
2020-11-06,1248090
2020-11-07,719227
2020-11-08,554747
2020-11-09,579935
2020-11-10,1213677
2020-11-11,1220615
2020-11-12,1229811
2020-11-13,1280194
2020-11-14,724403
2020-11-15,514818
2020-11-16,1175885
2020-11-17,1216426
2020-11-18,1228046
2020-11-19,1243608
2020-11-20,1298982
2020-11-21,792885
2020-11-22,559652
2020-11-23,1202594
2020-11-24,1237708
2020-11-25,1260478
2020-11-26,1271802
2020-11-27,1366796
2020-11-28,869949
2020-11-29,603246
2020-11-30,1236880
2020-12-01,1273694
2020-12-02,1294837
2020-12-03,1296319
2020-12-04,1344271
2020-12-05,856006
2020-12-06,680234
2020-12-07,694461
2020-12-08,614932
2020-12-09,1283227
2020-12-10,1287808
2020-12-11,1353133
2020-12-12,877645
2020-12-13,609586
2020-12-14,1248999
2020-12-15,1288953
2020-12-16,1297612
2020-12-17,1311970
2020-12-18,1365400
2020-12-19,837751
2020-12-20,649783
2020-12-21,1237376
2020-12-22,1252561
2020-12-23,1115541
2020-12-24,624284
2020-12-25,326374
2020-12-26,691935
2020-12-27,557787
2020-12-28,986776
2020-12-29,1014723
2020-12-30,1024067
2020-12-31,634458
2021-01-01,313191
2021-01-02,671916
2021-01-03,562478
2021-01-04,1012288
2021-01-05,1001453
2021-01-06,434524
2021-01-07,999343
2021-01-08,1126789
2021-01-09,423189
2021-01-10,578572
2021-01-11,1105650
2021-01-12,1166126
2021-01-13,1260145
2021-01-14,1277080
2021-01-15,1357948
2021-01-16,952719
2021-01-17,664230
2021-01-18,1195304
2021-01-19,1144791
2021-01-20,1189847
2021-01-21,1241392
2021-01-22,1248988
2021-01-23,713110
2021-01-24,510411
2021-01-25,1167951
2021-01-26,1170147
2021-01-27,1177497
2021-01-28,1167049
2021-01-29,1203655
2021-01-30,716812
2021-01-31,513534
2021-02-01,1171109
2021-02-02,1183722
2021-02-03,1198254
2021-02-04,1211576
2021-02-05,1259979
2021-02-06,732184
2021-02-07,590302
2021-02-08,1195870
2021-02-09,1198898
2021-02-10,1235415
2021-02-11,1238172
2021-02-12,1282391
2021-02-13,800285
2021-02-14,624127
2021-02-15,1205142
2021-02-16,1231313
2021-02-17,1252500
2021-02-18,1288811
2021-02-19,1224357
2021-02-20,814528
2021-02-21,567170
2021-02-22,1116105
2021-02-23,1255243
2021-02-24,1273649
2021-02-25,1293693
2021-02-26,1349317
2021-02-27,871450
2021-02-28,632654
2021-03-01,1245338
2021-03-02,1282532
2021-03-03,1307805
2021-03-04,1323446
2021-03-05,1386352
2021-03-06,887017
2021-03-07,626481
2021-03-08,1255507
2021-03-09,1295268
2021-03-10,1321207
2021-03-11,1328486
2021-03-12,1395085
2021-03-13,899079
2021-03-14,641733
2021-03-15,1275224
2021-03-16,1309859
2021-03-17,1336241
2021-03-18,1403046
2021-03-19,744229
2021-03-20,834157
2021-03-21,611133
2021-03-22,1263231
2021-03-23,1304013
2021-03-24,1324952
2021-03-25,1354419
2021-03-26,1267714
2021-03-27,842165
2021-03-28,623670
2021-03-29,1090004
2021-03-30,1114332
2021-03-31,1149558
2021-04-01,681309
2021-04-02,588480
2021-04-03,727579
2021-04-04,627004
2021-04-05,1100890
2021-04-06,1302106
2021-04-07,1330484
2021-04-08,1339385
2021-04-09,1377178
2021-04-10,864823
2021-04-11,639718
2021-04-12,1306582
2021-04-13,1319944
2021-04-14,1340825
2021-04-15,1349945
2021-04-16,1412476
2021-04-17,899842
2021-04-18,643137
2021-04-19,1291799
2021-04-20,1317424
2021-04-21,1345168
2021-04-22,1353120
2021-04-23,1420145
2021-04-24,887925
2021-04-25,568631
2021-04-26,1289696
2021-04-27,1324322
2021-04-28,1343076
2021-04-29,1370727
2021-04-30,1434935
2021-05-01,784418
2021-05-02,700375
2021-05-03,676887
2021-05-04,1207497
2021-05-05,1382951
2021-05-06,1406184
2021-05-07,1454079
2021-05-08,934484
2021-05-09,609964
2021-05-10,1337110
2021-05-11,1366367
2021-05-12,1388196
2021-05-13,1399774
2021-05-14,1448970
2021-05-15,871640
2021-05-16,663462
2021-05-17,1328657
2021-05-18,1371402
2021-05-19,1409111
2021-05-20,1421276
2021-05-21,1464257
2021-05-22,906929
2021-05-23,635428
2021-05-24,1335058
2021-05-25,1378828
2021-05-26,1399485
2021-05-27,1410766
2021-05-28,1467848
2021-05-29,922855
2021-05-30,675796
2021-05-31,1350755
2021-06-01,1385800
2021-06-02,1432631
2021-06-03,1447297
2021-06-04,1507133
2021-06-05,887935
2021-06-06,742994
2021-06-07,1366570
2021-06-08,1409811
2021-06-09,1458062
2021-06-10,1488675
2021-06-11,1490411
2021-06-12,930144
2021-06-13,724167
2021-06-14,1369137
2021-06-15,1417019
2021-06-16,1447916
2021-06-17,1420805
2021-06-18,1455185
2021-06-19,925546
2021-06-20,672409
2021-06-21,1363601
2021-06-22,1380156
2021-06-23,1408327
2021-06-24,1420879
2021-06-25,1424768
2021-06-26,910430
2021-06-27,699826
2021-06-28,1336769
2021-06-29,1377062
2021-06-30,1406028
2021-07-01,1419132
2021-07-02,1377289
2021-07-03,911001
2021-07-04,691402
2021-07-05,1314100
2021-07-06,1329222
2021-07-07,1350092
2021-07-08,1345444
2021-07-09,1315449
2021-07-10,827400
2021-07-11,627522
2021-07-12,1243682
2021-07-13,1279103
2021-07-14,1289229
2021-07-15,1274092
2021-07-16,1260440
2021-07-17,809226
2021-07-18,624873
2021-07-19,1180156
2021-07-20,1201312
2021-07-21,1212405
2021-07-22,1201615
2021-07-23,1172225
2021-07-24,754090
2021-07-25,595873
2021-07-26,1118945
2021-07-27,1141699
2021-07-28,1160104
2021-07-29,1144689
2021-07-30,1129502
2021-07-31,740134
2021-08-01,580265
2021-08-02,972136
2021-08-03,979476
2021-08-04,986638
2021-08-05,971017
2021-08-06,960730
2021-08-07,664370
2021-08-08,542607
2021-08-09,895489
2021-08-10,911561
2021-08-11,908161
2021-08-12,890721
2021-08-13,882456
2021-08-14,591975
2021-08-15,496122
2021-08-16,853429
2021-08-17,886411
2021-08-18,897583
2021-08-19,890181
2021-08-20,893404
2021-08-21,629736
2021-08-22,526785
2021-08-23,901331
2021-08-24,933286
2021-08-25,952826
2021-08-26,968085
2021-08-27,981061
2021-08-28,695396
2021-08-29,588922
2021-08-30,1048434
2021-08-31,1118508
2021-09-01,1169432
2021-09-02,1253942
2021-09-03,1283111
2021-09-04,887003
2021-09-05,713033
2021-09-06,1342306
2021-09-07,1410219
2021-09-08,1486058
2021-09-09,1486432
2021-09-10,1554467
2021-09-11,989662
2021-09-12,780942
2021-09-13,1488925
2021-09-14,1526256
2021-09-15,1604257
2021-09-16,1623524
2021-09-17,1713990
2021-09-18,1094829
2021-09-19,789044
2021-09-20,1561425
2021-09-21,1638811
2021-09-22,1657451
2021-09-23,1671148
2021-09-24,1706212
2021-09-25,1144446
2021-09-26,918593
2021-09-27,1604276
2021-09-28,1668444
2021-09-29,1692513
2021-09-30,1753716
2021-10-01,1827392
2021-10-02,1192814
2021-10-03,743715
2021-10-04,1728231
2021-10-05,1792689
2021-10-06,1799435
2021-10-07,1843927
2021-10-08,1865046
2021-10-09,1154149
2021-10-10,909222
2021-10-11,1426086
2021-10-12,936151
2021-10-13,1753195
2021-10-14,1781831
2021-10-15,1855026
2021-10-16,1122602
2021-10-17,820836
2021-10-18,1726650
2021-10-19,1828873
2021-10-20,1821753
2021-10-21,1837288
2021-10-22,1926295
2021-10-23,1182761
2021-10-24,902773
2021-10-25,1748405
2021-10-26,1807052
2021-10-27,1861593
2021-10-28,1874169
2021-10-29,1914764
2021-10-30,1172994
2021-10-31,1044574
2021-11-01,828985
2021-11-02,1814503
2021-11-03,1886292
2021-11-04,1897711
2021-11-05,1966789
2021-11-06,1223247
2021-11-07,866812
2021-11-08,1683080
2021-11-09,1002077
2021-11-10,1871668
2021-11-11,1896963
2021-11-12,1960732
2021-11-13,1259252
2021-11-14,915756
2021-11-15,1780418
2021-11-16,1853922
2021-11-17,1892598
2021-11-18,1906227
2021-11-19,1975246
2021-11-20,1229420
2021-11-21,873151
2021-11-22,1801519
2021-11-23,1856527
2021-11-24,1946439
2021-11-25,1946450
2021-11-26,2093606
2021-11-27,1379040
2021-11-28,988795
2021-11-29,1832276
2021-11-30,1898933
2021-12-01,1945507
2021-12-02,1940653
2021-12-03,1975640
2021-12-04,1295051
2021-12-05,1130519
2021-12-06,1087150
2021-12-07,1480643
2021-12-08,909094
2021-12-09,1832734
2021-12-10,1944155
2021-12-11,1336916
2021-12-12,961209
2021-12-13,1796669
2021-12-14,1851938
2021-12-15,1868697
2021-12-16,1869975
2021-12-17,1936112
2021-12-18,1304250
2021-12-19,963084
2021-12-20,1677640
2021-12-21,1655981
2021-12-22,1584645
2021-12-23,1357496
2021-12-24,748566
2021-12-25,391310
2021-12-26,659921
2021-12-27,1223408
2021-12-28,1243553
2021-12-29,1258557
2021-12-30,1231547
2021-12-31,824900
2022-01-01,462810
2022-01-02,771452
2022-01-03,1215838
2022-01-04,1229268
2022-01-05,1247284
2022-01-06,584018
2022-01-07,1216316
2022-01-08,935327
2022-01-09,696151
2022-01-10,1459925
2022-01-11,1484618
2022-01-12,1526986
2022-01-13,1532587
2022-01-14,1623135
2022-01-15,1023334
2022-01-16,737797
2022-01-17,1526738
2022-01-18,1568980
2022-01-19,1593770
2022-01-20,1626209
2022-01-21,1709957
2022-01-22,1120905
2022-01-23,809856
2022-01-24,1590679
2022-01-25,1629201
2022-01-26,1667265
2022-01-27,1692908
2022-01-28,1726192
2022-01-29,1152896
2022-01-30,843258
2022-01-31,1658084
2022-02-01,1733921
2022-02-02,1777276
2022-02-03,1784489
2022-02-04,1855350
2022-02-05,1201754
2022-02-06,884603
2022-02-07,1717964
2022-02-08,1781289
2022-02-09,1811264
2022-02-10,1824840
2022-02-11,1851245
2022-02-12,1191748
2022-02-13,876767
2022-02-14,1814637
2022-02-15,1823785
2022-02-16,1874874
2022-02-17,1859256
2022-02-18,1924586
2022-02-19,1211741
2022-02-20,908705
2022-02-21,1767839
2022-02-22,1849255
2022-02-23,1929342
2022-02-24,1923870
2022-02-25,1760900
2022-02-26,1209519
2022-02-27,978275
2022-02-28,1682724
2022-03-01,1879556
2022-03-02,1916782
2022-03-03,1921932
2022-03-04,2000417
2022-03-05,1316800
2022-03-06,934467
2022-03-07,1824495
2022-03-08,1957443
2022-03-09,1979708
2022-03-10,1953673
2022-03-11,2017924
2022-03-12,1312236
